"InputLine","Mapped Concept Count","Used lossy mention editor","Mapped Concept Label 1","Mapped Concept Label 2","Mapped Concept Label 3","Mapped Concept URI 1","Mapped Concept URI 2","Mapped Concept URI 3"
"agranular insular cortex, dorsal part",0,0,,,,,,
"hippocampal commissure",0,0,,,,,,
"spinopontine fibers",0,0,,,,,,
"amygdalopiriform transition area",0,0,,,,,,
"angular gyrus",0,0,,,,,,
"corticospinal tract, uncrossed",0,0,,,,,,
"area 7  of mauss-08",0,0,,,,,,
"external sagittal stratum",0,0,,,,,,
"stria laminae pyramidalis interna",0,0,,,,,,
"middle lobe-1 of cerebellum",0,0,,,,,,
"nucleus colliculus superioris",0,0,,,,,,
"layer ii",0,0,,,,,,
"nucleus of descending tract of trigeminal",0,0,,,,,,
"parabrachial nucleus lateral division",1,0,"Parabrachial nucleus, lateral division",,,"http://mouse.brain-map.org/atlas/index.html#PBl",,
"lateral principal nucleus of amygdala",1,0,"Lateral amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#LA",,
"habenular nuclei",0,0,,,,,,
"cingulate gigantopyramidal field",0,0,,,,,,
"paragigantocellular nucleus, lateral part",0,0,,,,,,
"superior colliculus optic layer",1,0,"Superior colliculus, optic layer",,,"http://mouse.brain-map.org/atlas/index.html#SCop",,
"foramen caecum anterius",0,0,,,,,,
"inferior colliculus, external nucleus",1,0,"Inferior colliculus, external nucleus",,,"http://mouse.brain-map.org/atlas/index.html#ICe",,
"solitary nucleus",1,0,"Nucleus of the solitary tract",,,"http://mouse.brain-map.org/atlas/index.html#NTS",,
"parabrachialnucleus, lateral superior part",0,0,,,,,,
"thalamic gustatory nucleus",2,0,"Ventral posteromedial nucleus of the thalamus","Ventral posteromedial nucleus of the thalamus, parvicellular part",,"http://mouse.brain-map.org/atlas/index.html#VPM","http://mouse.brain-map.org/atlas/index.html#VPMpc",
"ventral posteromedial nucleus of thalamus",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"nucleus nervi oculomotorii, pars  intermedius",0,0,,,,,,
"septofimbrial nucleus",1,0,"Septofimbrial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SF",,
"brachium of the superior colliculus",0,0,,,,,,
"stratum pyramidale",0,0,,,,,,
"dorsal gray commissure",0,0,,,,,,
"central lobe of the cerebellum, lobules 4-5",0,0,,,,,,
"zonal layer of the superior colliculus",1,0,"Superior colliculus, zonal layer",,,"http://mouse.brain-map.org/atlas/index.html#SCzo",,
"corpus callosum, splenium",0,0,,,,,,
"olfactory nerve",0,0,,,,,,
"nucleus lateralis thalami",1,0,"Lateral group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LAT",,
"tractus solitarius",0,0,,,,,,
"anterior marginal sulcus of insula",0,0,,,,,,
"nucleus of abducens nerve",0,0,,,,,,
"peristriate area",0,0,,,,,,
"ventral cochlear nucleus",1,0,"Ventral cochlear nucleus",,,"http://mouse.brain-map.org/atlas/index.html#VCO",,
"pyramidal system",0,0,,,,,,
"mammilothalmic tract",0,0,,,,,,
"posterior thalamic peduncle",0,0,,,,,,
"vagal nerve nuclei",0,0,,,,,,
"zona incerta, dorsal part",0,0,,,,,,
"parapyramidal nucleus superficial part",1,0,"Parapyramidal nucleus, superficial part",,,"http://mouse.brain-map.org/atlas/index.html#PPYs",,
"cerebellomedullary cistern",0,0,,,,,,
"nucleus basalis lateralis amygdalae",0,0,,,,,,
"b9 serotonin cells",0,0,,,,,,
"nucleus lateralis intermedius mediodorsalis situs dorsalis",0,0,,,,,,
"interpeduncular nucleus, lateral subnucleus, dorsal part",0,0,,,,,,
"f cell group of the vestibular complex",0,0,,,,,,
"uvula",1,0,"Uvula (IX)",,,"http://mouse.brain-map.org/atlas/index.html#UVU",,
"posteromedian lobule",0,0,,,,,,
"anterior cingulate cortex, ventral part",0,0,,,,,,
"copula pyramidis",1,0,"Copula pyramidis",,,"http://mouse.brain-map.org/atlas/index.html#COPY",,
"facial nucleus",0,0,,,,,,
"nucleus reuniens rostral division lateral part",0,0,,,,,,
"8th cerebellar lobule",0,0,,,,,,
"gyri longi",0,0,,,,,,
"occipital lobe",0,0,,,,,,
"spino-olivary pathway",0,0,,,,,,
"lobulus ansiformis",0,0,,,,,,
"auditory areas",1,0,"Auditory areas",,,"http://mouse.brain-map.org/atlas/index.html#AUD",,
"lamina i",0,0,,,,,,
"tuberal nuclei",0,0,,,,,,
"basal portion of midbrain",1,1,"Midbrain",,,"http://mouse.brain-map.org/atlas/index.html#MB",,
"occipitotemporal sulcus",0,0,,,,,,
"fibrae supraopticae",0,0,,,,,,
"ventral supraoptic commissure",0,0,,,,,,
"basolateral arnygdaloid nucleus, posterior part",0,0,,,,,,
"cornu inferius ventriculi lateralis",0,0,,,,,,
"nucleus olivaris pretectalis of fuse",0,0,,,,,,
"nucleus ruber, pars parvocellularis",0,0,,,,,,
"lateral pulvinar nucleus of thalamus",0,0,,,,,,
"anteromedial nucleus",1,0,"Anteromedial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AM",,
"cuneate white matter",0,0,,,,,,
"anterior pretectal nucleus, ventral part",0,0,,,,,,
"fissura superior posterior",0,0,,,,,,
"entorhinal area",1,0,"Entorhinal area",,,"http://mouse.brain-map.org/atlas/index.html#ENT",,
"corpus callosum, extreme capsule",0,0,,,,,,
"gyrus occipitalis superior",0,0,,,,,,
"central part of abducens nerve",0,0,,,,,,
"coccygeal segments of spinal cord",0,0,,,,,,
"crossed tectospinal pathway",0,0,,,,,,
"nucleus monakow",0,0,,,,,,
"area 21 of brodmann-09",0,0,,,,,,
"interpeduncular nucleus apical subnucleus",0,0,,,,,,
"fissura horizontalis cerebelli",0,0,,,,,,
"anterior amygdaloid area",1,0,"Anterior amygdalar area",,,"http://mouse.brain-map.org/atlas/index.html#AAA",,
"nucleus lateralis intermedius lateralis",0,0,,,,,,
"nucleus of the lateral olfactory tract molecular layer",1,0,"Nucleus of the lateral olfactory tract, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#NLOT1",,
"nucleus olivaris superioris",0,0,,,,,,
"nucleus reuniens, rostral division, median part",0,0,,,,,,
"entorhinal area, lateral part",1,0,"Entorhinal area, lateral part",,,"http://mouse.brain-map.org/atlas/index.html#ENTl",,
"motor nucleus of trigeminal",1,0,"Motor nucleus of trigeminal",,,"http://mouse.brain-map.org/atlas/index.html#V",,
"area 36 of brodmann",0,0,,,,,,
"magnopyramidal region of braak",0,0,,,,,,
"descending terminal ramus of sylvian fissure",0,0,,,,,,
"area 9 of mauss-08",0,0,,,,,,
"nucleus x",1,0,"Nucleus x",,,"http://mouse.brain-map.org/atlas/index.html#x",,
"griseum praegeniculatum",1,0,"Ventral part of the lateral geniculate complex",,,"http://mouse.brain-map.org/atlas/index.html#LGv",,
"ectocalcarine sulcus",0,0,,,,,,
"pedunculopontine nucleus",1,0,"Pedunculopontine nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PPN",,
"supramarginal area 40",0,0,,,,,,
"intralaminar nuclei of the dorsal thalamus",1,0,"Intralaminar nuclei of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#ILM",,
"supramammillary decussation",0,0,,,,,,
"central amygdalar nucleus, capsular part",1,0,"Central amygdalar nucleus, capsular part",,,"http://mouse.brain-map.org/atlas/index.html#CEAc",,
"area postcentralis intermedia",0,0,,,,,,
"nucleus nervi oculomotorii parvocellularis",0,0,,,,,,
"fissura dorsolateralis mesencephali",0,0,,,,,,
"taenia tecta, dorsal part",1,0,"Taenia tecta, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#TTd",,
"reticulocerebellar tract",0,0,,,,,,
"midbrain-hindbrain, motor, pharynx-larynx-esophagus",0,0,,,,,,
"lateral nucleus of the amygdala, dorsal part",0,0,,,,,,
"basal magnocellular nucleus",1,1,"Magnocellular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#MA",,
"area limbica anterior",0,0,,,,,,
"area insularis posterior",0,0,,,,,,
"midbrain tract of the trigeminal nerve",0,0,,,,,,
"fibrae periventriculares",0,0,,,,,,
"ventral anterior thalamic nucleus, parvicellular part",0,0,,,,,,
"decussatio cerebellaris inferior",0,0,,,,,,
"dentate gyrus, medial blade",1,0,"Dentate gyrus medial blade",,,"http://mouse.brain-map.org/atlas/index.html#DGmb",,
"nucleus subthalamicus",0,0,,,,,,
"stratum intermedium pedunculi",0,0,,,,,,
"isocortex",1,0,"Isocortex",,,"http://mouse.brain-map.org/atlas/index.html#Isocortex",,
"globus pallidus",1,0,"Pallidum",,,"http://mouse.brain-map.org/atlas/index.html#PAL",,
"telencephalon medium",0,0,,,,,,
"cingulate-retrosplenial cortex",0,0,,,,,,
"recessus lateralis",0,0,,,,,,
"substantia reticularis",0,0,,,,,,
"taenia obtecta",0,0,,,,,,
"cerebral peduncle, basal part",0,0,,,,,,
"subregio praecingularis",0,0,,,,,,
"nucleus paramedianus dorsalis",0,0,,,,,,
"bandeletta diagonalis",0,0,,,,,,
"area tegmentalis, pars ventralis",0,0,,,,,,
"lunate fissure",0,0,,,,,,
"lobulus biventralis",0,0,,,,,,
"olfactory bulb",2,0,"Main olfactory bulb","Olfactory bulb",,"http://mouse.brain-map.org/atlas/index.html#MOB","http://mouse.brain-map.org/atlas/index.html#OLF",
"sulcus medianus",0,0,,,,,,
"prosubiculum",0,0,,,,,,
"basal portion of pons",1,1,"Pons",,,"http://mouse.brain-map.org/atlas/index.html#P",,
"nigrostriatal tract",0,0,,,,,,
"interpeduncular nucleus",1,0,"Interpeduncular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#IPN",,
"posterior parahippocampal gyrus",0,0,,,,,,
"motor thalamus",0,0,,,,,,
"zona incerta dopaminergic group",0,0,,,,,,
"orbital area 47",0,0,,,,,,
"stratum lemnisci",0,0,,,,,,
"ventral posteromedial nucleus of the thalamus",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"mitral cell layer of the accessory olfactory bulb",0,0,,,,,,
"vestibulocochlear nerve, pars cochlearis",0,0,,,,,,
"pontine reticulospinal tract",0,0,,,,,,
"gyrus occipitalis primus",0,0,,,,,,
"lamina v",0,0,,,,,,
"anterior spinothalamic tract",0,0,,,,,,
"primary somatosensory area, trunk",1,0,"Primary somatosensory area, trunk",,,"http://mouse.brain-map.org/atlas/index.html#SSp-tr",,
"magnocellular division of accessory basal nucleus",0,0,,,,,,
"interpeduncular fossa",0,0,,,,,,
"barrington nucleus",0,0,,,,,,
"mixed-cell part of substantia nigra",0,0,,,,,,
"lateral parabrachial nucleus, central part",0,0,,,,,,
"pallium",0,0,,,,,,
"fimbria",0,0,,,,,,
"nucleus limitans portae",0,0,,,,,,
"ansiform lobule crus 1 sublobule b",0,0,,,,,,
"medial longitudinal fascicle",0,0,,,,,,
"ventral nucleus of medial geniculate complex",1,1,"Medial geniculate complex",,,"http://mouse.brain-map.org/atlas/index.html#MG",,
"paraventricular hypothalamic nucleus, ventral part",0,0,,,,,,
"accessory olfactory bulb, granular layer",1,0,"Accessory olfactory bulb, granular layer",,,"http://mouse.brain-map.org/atlas/index.html#AOBgr",,
"bundle of turck",0,0,,,,,,
"ganglion habenulae",0,0,,,,,,
"cuneus gyrus",0,0,,,,,,
"medial frontal gyrus",0,0,,,,,,
"area 8 beta of the vogts",0,0,,,,,,
"superior central nucleus raphe medial part",1,0,"Superior central nucleus raphe, medial part",,,"http://mouse.brain-map.org/atlas/index.html#CSm",,
"thalamus",1,0,"Thalamus",,,"http://mouse.brain-map.org/atlas/index.html#TH",,
"medulla motor related",1,0,"Medulla, motor related",,,"http://mouse.brain-map.org/atlas/index.html#MY-mot",,
"clivus-2",0,0,,,,,,
"folium",0,0,,,,,,
"medullary reticulospinal tract",0,0,,,,,,
"nucleus parabrachialis",0,0,,,,,,
"inferior temporal fissure",0,0,,,,,,
"nucleus of the ansa lenticularis",0,0,,,,,,
"nucleus linearis",0,0,,,,,,
"amygdalar capsule",0,0,,,,,,
"nucleus incertus, diffuse part",0,0,,,,,,
"anterior horn",0,0,,,,,,
"thalamus ventralis",1,1,"Thalamus",,,"http://mouse.brain-map.org/atlas/index.html#TH",,
"bed nucleus of the stria terminalis, lateral division, intermediate part",0,0,,,,,,
"dentate gyrus, lateral blade-granule cell layer",1,0,"Dentate gyrus lateral blade, granule cell layer",,,"http://mouse.brain-map.org/atlas/index.html#DGlb-sg",,
"principal mammillary fasciculus",0,0,,,,,,
"amygdala",0,0,,,,,,
"fasciculus cuneatus",0,0,,,,,,
"spinal nucleus of the trigeminal oral part",1,0,"Spinal nucleus of the trigeminal, oral part",,,"http://mouse.brain-map.org/atlas/index.html#SPVO",,
"isocortex, infragranular pyramidal layer",0,0,,,,,,
"posteromedial terminal branch of collateral sulcus",0,0,,,,,,
"parastriatal nucleus",0,0,,,,,,
"tegmental reticular nucleus",1,0,"Tegmental reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#TRN",,
"cervical segments of spinal cord",0,0,,,,,,
"nucleus fasciculus solitarius",1,0,"Parasolitary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PAS",,
"ventral tegmental decussation of forel",0,0,,,,,,
"cortical amygdalar area, posterior part, lateral zone",1,0,"Cortical amygdalar area, posterior part, lateral zone",,,"http://mouse.brain-map.org/atlas/index.html#COApl",,
"periarchicortical cingulate areas",0,0,,,,,,
"nucleus semilunaris thalami",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"area hypothalamica lateralis - not otherwise specified",0,0,,,,,,
"central gray columns",0,0,,,,,,
"central medial nucleus of the thalamus",1,0,"Central medial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#CM",,
"superior temporal white matter",0,0,,,,,,
"layer 6b, isocortex",1,0,"Layer 6b, isocortex",,,"http://mouse.brain-map.org/atlas/index.html#CTXsp6b",,
"nucleus perifornicalis hypothalami",0,0,,,,,,
"anterior commissure, intrabulbar part",0,0,,,,,,
"pretectal olivary nucleus",1,0,"Olivary pretectal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#OP",,
"isthmus of rhombencephalon",0,0,,,,,,
"nucleus lateralis rostralis situs polaris",0,0,,,,,,
"short association bundles",0,0,,,,,,
"parietal region",0,0,,,,,,
"area 41 of brodmann",0,0,,,,,,
"nucleus pulvinaris intergeniculatus",0,0,,,,,,
"arcuate hypothalamic nucleus, lateroposterior part",0,0,,,,,,
"stria laminae plexiformis",0,0,,,,,,
"area entorhinalis",0,0,,,,,,
"subbrachial nucleus",0,0,,,,,,
"bed nuclei of the stria terminalis, posterior division, transverse nucleus",1,0,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BSTtr",,
"posterior transverse temporal area 42",0,0,,,,,,
"posterior periventricular nucleus",0,0,,,,,,
"anterior lobe of pituitary",0,0,,,,,,
"anterior olfactory nucleus lateral part molecular layer",0,0,,,,,,
"central lateral nucleus of the thalamus",1,0,"Central lateral nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#CL",,
"anterior tract of turck",0,0,,,,,,
"general somatic efferents",0,0,,,,,,
"subiculum dorsal part",1,0,"Subiculum, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#SUBd",,
"lateral septal nucleus ventral part",1,0,"Lateral septal nucleus, ventral part",,,"http://mouse.brain-map.org/atlas/index.html#LSv",,
"copula pyramidis sublobule b",0,0,,,,,,
"medial septal complex",1,0,"Medial septal complex",,,"http://mouse.brain-map.org/atlas/index.html#MSC",,
"central lobule",1,0,"Central lobule",,,"http://mouse.brain-map.org/atlas/index.html#CENT",,
"hilus of dentate gyrus",0,0,,,,,,
"lissauer's tract",0,0,,,,,,
"thalamocortical tract",0,0,,,,,,
"commissural nucleus of spinal cord",0,0,,,,,,
"oral part of ventral lateral nucleus",0,0,,,,,,
"area 45 of walker",0,0,,,,,,
"uvula",1,0,"Uvula (IX)",,,"http://mouse.brain-map.org/atlas/index.html#UVU",,
"nucleus medianus anuli aquaeducti",0,0,,,,,,
"parvicellular reticular nucleus",1,0,"Parvicellular reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PARN",,
"gyrus orbitalis medius",0,0,,,,,,
"fissura horizontalis",0,0,,,,,,
"interbrain",1,0,"Interbrain",,,"http://mouse.brain-map.org/atlas/index.html#IB",,
"nucleus amygdaloideus basalis",0,0,,,,,,
"nucleus ventralis caudalis lateralis",0,0,,,,,,
"bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",1,0,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BSTdm",,
"nucleus anterior thalami ventralis",1,0,"Anteroventral nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#AV",,
"periaqueductal gray, rostrolateral division",0,0,,,,,,
"spinal accessory nucleus",0,0,,,,,,
"limbic lobe",0,0,,,,,,
"decussations of telencephalon",0,0,,,,,,
"folium-tuber vermis",0,0,,,,,,
"rostrum of corpus callosum",0,0,,,,,,
"pontine cistern",0,0,,,,,,
"dorsal nucleus of vagus nerve",0,0,,,,,,
"association nuclear group",0,0,,,,,,
"medial corticohypothalamic tract",0,0,,,,,,
"gyrus rostralis inferior",0,0,,,,,,
"tractus tubero-hypophyseus",0,0,,,,,,
"colliculus rostralis",0,0,,,,,,
"pineal gland",0,0,,,,,,
"temporopolar area 38",0,0,,,,,,
"cytoarchitectural fields of cerebral cortex",0,0,,,,,,
"cerebral neocortex",0,0,,,,,,
"nucleus reticularis paramedianus",0,0,,,,,,
"nucleus arcuatus thalami",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"intermediate region of cerebellum",1,1,"Cerebellum",,,"http://mouse.brain-map.org/atlas/index.html#CB",,
"posterior nuclear complex of thalamus",1,0,"Posterior complex of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#PO",,
"retrosplenial gyrus of hippocampus",0,0,,,,,,
"sulcus superior anterior",0,0,,,,,,
"tractus supraopticohypophysialis",0,0,,,,,,
"nucleus of perlia",0,0,,,,,,
"sexual dimorphic nucleus",0,0,,,,,,
"ventroposteromedial nucleus of the thalamus",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"acoustic sulcus",0,0,,,,,,
"nucleus paragigantocellularis lateralis",0,0,,,,,,
"cerebral vesicle",0,0,,,,,,
"vestibulospinal pathway",0,0,,,,,,
"gyrus frontalis inferior, pars orbitalis",0,0,,,,,,
"intermediate nerve",0,0,,,,,,
"nervi craniales",0,0,,,,,,
"gyrus intralimbicus",0,0,,,,,,
"nucleus ventralis anterior thalami",1,0,"Anteroventral nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#AV",,
"gyrus frontalis medialis",0,0,,,,,,
"paraventricular hypothalamic nucleus, dorsal parvicellular part",0,0,,,,,,
"sulcus habenulae",0,0,,,,,,
"neural groove",0,0,,,,,,
"nucleus of lateral olfactory tract",1,0,"Nucleus of the lateral olfactory tract",,,"http://mouse.brain-map.org/atlas/index.html#NLOT",,
"superficial features",0,0,,,,,,
"orbital operculum",0,0,,,,,,
"fasciculus mamillaris",0,0,,,,,,
"reticular nucleus of the thalamus",1,0,"Reticular nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#RT",,
"calcar sulci arcuati",0,0,,,,,,
"nucleus of the posterior commissure",1,0,"Nucleus of the posterior commissure",,,"http://mouse.brain-map.org/atlas/index.html#NPC",,
"inferior central nucleus",0,0,,,,,,
"midbrain reticular formation",0,0,,,,,,
"sulcus intermedius secundus",0,0,,,,,,
"limbic lobe",0,0,,,,,,
"uncinate fasciculus of cerebral hemisphere",0,0,,,,,,
"intermediodorsal thalamic nucleus",0,0,,,,,,
"intermediate orbital gyrus",0,0,,,,,,
"nucleus x",1,0,"Nucleus x",,,"http://mouse.brain-map.org/atlas/index.html#x",,
"tail of dentate gyrus",0,0,,,,,,
"paraventricular thalamic nucleus, anterior part",0,0,,,,,,
"pyramis vermis",0,0,,,,,,
"nucleus of the bulbocavernosus",0,0,,,,,,
"thalamic medullary laminae",0,0,,,,,,
"area of broca",0,0,,,,,,
"subparafascicular nucleus of the thalamus",0,0,,,,,,
"reticularis medullae pedunculi",0,0,,,,,,
"retrosplenial area",1,0,"Retrosplenial area",,,"http://mouse.brain-map.org/atlas/index.html#RSP",,
"nucleus habenulae medialis",1,0,"Medial habenula",,,"http://mouse.brain-map.org/atlas/index.html#MH",,
"fibrae arcuatae externae ventrales",0,0,,,,,,
"incisure of tentorium cerebelli",0,0,,,,,,
"brodmann's area 48",0,0,,,,,,
"paraventricular hypothalamic nucleus, descending division",1,0,"Paraventricular hypothalamic nucleus, descending division",,,"http://mouse.brain-map.org/atlas/index.html#PVHd",,
"nucleus intercalatus",0,0,,,,,,
"pars reticulata, subnucleus medialis",0,0,,,,,,
