neuron_name,region_UBERON,region_ABA,annotations_ABA,annotations_UBERON
Medial entorhinal cortex layer V neuron,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']"
Medial entorhinal cortex layer V neuron,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']"
Medial entorhinal cortex layer V neuron,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']"
Medial entorhinal cortex layer V neuron,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000005']"
Ventral striatum fast spiking gabaergic interneuron,STRv,ventral striatum,"[u'ABA_REGION:493', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']","[u'UNKN_REGION:2602', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']"
Ventral Striatum Medium spiny neuron,STRv,ventral striatum,"[u'ABA_REGION:493', 'Size:Medium', u'HBP_MORPHOLOGY:0000011']","[u'UNKN_REGION:2602', 'Size:Medium', u'HBP_MORPHOLOGY:0000011']"
Dorsal thalamic reticular nucleus atypical burst GABA containing inhibitory cell,dorsal RT,dorsal RT,"[u'UNKN_REGION:7262', u'ABA_REGION:262', 'Missing:atypical', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003', 'Function:inhibitory']","[u'UNKN_REGION:7262', u'ABA_REGION:262', 'Missing:atypical', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003', 'Function:inhibitory']"
Ventral thalamic reticular nucleus typical burst GABA containing inhibitory cell,ventral RT,ventral RT,"[u'UNKN_REGION:7', u'ABA_REGION:262', 'Missing:typical', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003', 'Function:inhibitory']","[u'UNKN_REGION:7', u'ABA_REGION:262', 'Missing:typical', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003', 'Function:inhibitory']"
Thalamic reticular nucleus cell,RT,RT,[u'ABA_REGION:262'],[u'ABA_REGION:262']
Dorsal thalamic reticular nucleus non-burst GABA containing inhibitory cell,dorsal RT,dorsal RT,"[u'UNKN_REGION:7262', u'ABA_REGION:262', 'Missing:non', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003', 'Function:inhibitory']","[u'UNKN_REGION:7262', u'ABA_REGION:262', 'Missing:non', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003', 'Function:inhibitory']"
Visual cortex layer 5 regular spiking pyramidal cell,VIS,VIS,"[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001']"
Visual cortex layer 5 bursting pyramidal cell,VIS,VIS,"[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000001']"
Inferior colliculus neuron,IC,IC,[u'ABA_REGION:4'],[u'ABA_REGION:4']
Dentate gyrus granule cell,DG,DG,"[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']"
Neocortex bipolar neuron,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000006']","[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000006']"
Paraventricular hypothalamic nucleus neurons,PVH,PVH,[u'ABA_REGION:38'],[u'ABA_REGION:38']
BNST Type II depolarizing sag burst-firing neuron,,,"['Missing:BNST Type II depolarizing sag', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_EPHYS_TRIGGER:0000004']","['Missing:BNST Type II depolarizing sag', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_EPHYS_TRIGGER:0000004']"
BNST Type I depolarizing sag regular-firing neuron,,,"['Missing:BNST Type I depolarizing sag', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000004']","['Missing:BNST Type I depolarizing sag', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000004']"
BNST Type III non-depolarizing sag regular-firing neuron,,,"['Missing:BNST Type III non-depolarizing sag', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000004']","['Missing:BNST Type III non-depolarizing sag', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000004']"
Anterior Cingulate Cortex Layer II/III Pyramidal Neuron,anterior,anterior ACA,"[u'UNKN_REGION:7299', 'Missing:Cingulate Cortex', u'HBP_LAYER:0000111', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:7299', u'ABA_REGION:31', u'HBP_LAYER:0000111', u'HBP_MORPHOLOGY:0000001']"
Anterior Cingulate Cortex Layer VI Pyramidal Neuron,anterior,anterior ACA,"[u'UNKN_REGION:7299', 'Missing:Cingulate Cortex', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:7299', u'ABA_REGION:31', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']"
Anterior Cingulate Cortex Layer V Pyramidal Neuron,anterior,anterior ACA,"[u'UNKN_REGION:7299', 'Missing:Cingulate Cortex', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:7299', u'ABA_REGION:31', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001']"
Anterior cingulate cortex pyramidal neuron receiving inputs from thalamus,anterior TH,anterior ACA TH,"[u'UNKN_REGION:7299', 'Missing:cingulate cortex', u'HBP_MORPHOLOGY:0000001', 'Missing:receiving inputs from', u'ABA_REGION:549']","[u'UNKN_REGION:7299', u'ABA_REGION:31', u'HBP_MORPHOLOGY:0000001', 'Missing:receiving inputs from', u'ABA_REGION:549']"
lumbar spinal cord Ventromedial Greymatter Interneuron,lumbar spinal cord ventromedial,lumbar spinal cord ventromedial,"[u'UNKN_REGION:7280', u'UNKN_REGION:4645', u'UNKN_REGION:57', 'Missing:Greymatter']","[u'UNKN_REGION:7280', u'UNKN_REGION:4645', u'UNKN_REGION:57', 'Missing:Greymatter']"
lumbar spinal cord Ventromedial Greymatter Motorneuron,lumbar spinal cord ventromedial,lumbar spinal cord ventromedial,"[u'UNKN_REGION:7280', u'UNKN_REGION:4645', u'UNKN_REGION:57', 'Missing:Greymatter']","[u'UNKN_REGION:7280', u'UNKN_REGION:4645', u'UNKN_REGION:57', 'Missing:Greymatter']"
somatosensory cortex layer 5/6 pyramidal neurons,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000141', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:453', u'HBP_LAYER:0000141', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 basket cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000019']"
HIppocampus CA2 wide arbor basket cell,CA2,CA2,"['Missing:HIppocampus', u'ABA_REGION:423', 'Missing:wide arbor', 'Missing:wide arbor', u'HBP_MORPHOLOGY:0000019']","['Missing:HIppocampus', u'UNKN_REGION:7284', 'Missing:wide arbor', u'HBP_MORPHOLOGY:0000019']"
Hippocampus CA1 stratum oriens and striatum radiatum innervating bistratified cells,CA1 CA1so CP,CA1 stratum oriens CP,"[u'ABA_REGION:382', u'ABA_REGION:399', 'Missing:and', u'ABA_REGION:672', 'Missing:radiatum innervating', u'HBP_MORPHOLOGY:0000065']","[u'ABA_REGION:382', u'UNKN_REGION:5667', 'Missing:and', u'ABA_REGION:672', 'Missing:radiatum innervating', u'HBP_MORPHOLOGY:0000065']"
Hippocampus CA2 narrow arbor basket cell,CA2,CA2,"[u'ABA_REGION:423', 'Size:narrow', 'Missing:arbor', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:423', 'Size:narrow', 'Missing:arbor', u'HBP_MORPHOLOGY:0000019']"
Hippocampus CA2 narrow arbor stratum oriens and striatum radiatum innervating bistratified cells,CA2 stratum oriens CP,CA2 stratum oriens CP,"[u'ABA_REGION:423', 'Size:narrow', 'Missing:arbor', u'UNKN_REGION:5667', 'Missing:and', u'ABA_REGION:672', 'Missing:radiatum innervating', u'HBP_MORPHOLOGY:0000065']","[u'ABA_REGION:423', 'Size:narrow', 'Missing:arbor', u'UNKN_REGION:5667', 'Missing:and', u'ABA_REGION:672', 'Missing:radiatum innervating', u'HBP_MORPHOLOGY:0000065']"
Hippocampus CA2 wide arbor stratum oriens and striatum radiatum innervating bistratified cells,CA2 stratum oriens CP,CA2 stratum oriens CP,"[u'ABA_REGION:423', 'Missing:wide arbor', u'UNKN_REGION:5667', 'Missing:and', u'ABA_REGION:672', 'Missing:radiatum innervating', u'HBP_MORPHOLOGY:0000065']","[u'ABA_REGION:423', 'Missing:wide arbor', u'UNKN_REGION:5667', 'Missing:and', u'ABA_REGION:672', 'Missing:radiatum innervating', u'HBP_MORPHOLOGY:0000065']"
Nucleus of the solitary tract GAD-67 expressing cell GIN,NTS,NTS,"[u'ABA_REGION:651', 'Missing:67 expressing', u'Missing:GIN', 'MOUSE_LINE:GIN']","[u'ABA_REGION:651', 'Missing:67 expressing', u'Missing:GIN', 'MOUSE_LINE:GIN']"
Cochlea hair cell inner,,,"['Missing:Cochlea', u'HBP_MORPHOLOGY:0000054', 'Function:inner']","['Missing:Cochlea', u'HBP_MORPHOLOGY:0000054', 'Function:inner']"
Medial vestibular nucleus neuron,MV,MV,[u'ABA_REGION:202'],[u'ABA_REGION:202']
Medial vestibular nucleus neuron,MV,MV,[u'ABA_REGION:202'],[u'ABA_REGION:202']
Medial vestibular nucleus neuron,MV,MV,[u'ABA_REGION:202'],[u'ABA_REGION:202']
Neocortex medial ganglionic eminence fast spiking interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Neocortex medial ganglionic eminence superficial layer delayed-fast spiking Interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence superficial layer', u'HBP_EPHYS:0000020', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence superficial layer', u'HBP_EPHYS:0000020', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Neocortex medial ganglionic eminence non-fast spiking 1 interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:1']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:1']"
Neocortex medial ganglionic eminence superficial layer late spiking interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence superficial layer', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence superficial layer', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003']"
Neocortex medial ganglionic eminence initial adapting interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence initial', u'HBP_EPHYS_TRIGGER:0000008']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence initial', u'HBP_EPHYS_TRIGGER:0000008']"
Neocortex medial ganglionic eminence deep and superficial layer irregular intrinsic bursting interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence deep and superficial layer', u'HBP_EPHYS:0000010', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence deep and superficial layer', u'HBP_EPHYS:0000010', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005']"
Neocortex medial ganglionic eminence non-fast spiking 2 interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:2']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:2']"
Neocortex medial ganglionic eminence delayed non-fast spiking 1 interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000020', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:1']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000020', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:1']"
Neocortex medial ganglionic eminence non-fast spiking 2 interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:2']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:2']"
Neocortex medial ganglionic eminence deep and superficial layer regular intrinsic bursting Interneuron,Isocortex medial ganglionic,Isocortex medial ganglionic,"[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence deep and superficial layer', u'HBP_EPHYS:0000001', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005']","[u'ABA_REGION:315', u'UNKN_REGION:14', u'UNKN_REGION:101', 'Missing:eminence deep and superficial layer', u'HBP_EPHYS:0000001', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005']"
Cerebellum granule cell,CB,CB,"[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000026']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
somatosensory cortex layer 2/3 low-threshold spiking cell,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000110', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000110', u'HBP_EPHYS_TRIGGER:0000003']"
somatosensory cortex layer 2/3 fast-spiking cell,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Olfactory tubercle regular spiking spiny-dense pyramidal-shaped neurons,OT,OT,"[u'ABA_REGION:754', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000011', 'Missing:-dense', u'HBP_MORPHOLOGY:0000001', 'Missing:-shaped']","[u'ABA_REGION:754', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000011', 'Missing:-dense', u'HBP_MORPHOLOGY:0000001', 'Missing:-shaped']"
Olfactory tubercle intermittent firing multipolar sparsely spiny neurons,OT,OT,"[u'ABA_REGION:754', 'Missing:intermittent', u'HBP_EPHYS_TRIGGER:0000004', u'HBP_MORPHOLOGY:0000035', 'Missing:sparsely', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:754', 'Missing:intermittent', u'HBP_EPHYS_TRIGGER:0000004', u'HBP_MORPHOLOGY:0000035', 'Missing:sparsely', u'HBP_MORPHOLOGY:0000011']"
Olfactory tubercle regenerative bursting neurons,OT,OT,"[u'ABA_REGION:754', 'Missing:regenerative', u'HBP_EPHYS_TRIGGER:0000005']","[u'ABA_REGION:754', 'Missing:regenerative', u'HBP_EPHYS_TRIGGER:0000005']"
Olfactory tubercle non-regenerative bursting neurons,OT,OT,"[u'ABA_REGION:754', 'Missing:non-regenerative', u'HBP_EPHYS_TRIGGER:0000005']","[u'ABA_REGION:754', 'Missing:non-regenerative', u'HBP_EPHYS_TRIGGER:0000005']"
Neocortex Layer 2-3 Fast-Spiking Interneuron,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:315', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Neocortex pyramidal cell layer 2-3,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000001', u'HBP_LAYER:0000111']","[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000001', u'HBP_LAYER:0000111']"
Neocortex Layer 2-3 Irregular-Spiking Interneuron,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000010', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:315', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000010', u'HBP_EPHYS_TRIGGER:0000003']"
Neocortex Layer 2-3 Regular-Spiking Non-Pyramidal Interneuron,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:Non-', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:315', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:Non-', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 basket cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000019']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
primary somatosensory cortex layer 5 corticothalamic projecting pyramidal neurons,SSp,SSp,"[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:113', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:113', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']"
primary somatosensory cortex layer 5 corticotrigeminal projecting pyramidal neurons,SSp,SSp,"[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7324', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7324', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']"
primary somatosensory cortex layer 5 corticostriatal projecting pyramidal neurons ,SSp,SSp,"[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7322', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7322', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']"
primary somatosensory cortex layer 5 corticocallosal projecting pyramidal neurons,SSp,SSp,"[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7323', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:322', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7323', 'Missing:projecting', u'HBP_MORPHOLOGY:0000001']"
Amygdaloid nucleus paracapsular intercalated cell,amygdaloid nucleus,amygdaloid nucleus,"[u'UNKN_REGION:453', 'Missing:paracapsular intercalated']","[u'UNKN_REGION:453', 'Missing:paracapsular intercalated']"
Layer 5a somatosensory barrel cortex pyramidal neurons,SSp-bfd,SSp-bfd,"[u'HBP_LAYER:0000050', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_MORPHOLOGY:0000001']","[u'HBP_LAYER:0000050', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_MORPHOLOGY:0000001']"
Layer 5a somatosensory barrel cortex pyramidal neurons,SSp-bfd,SSp-bfd,"[u'HBP_LAYER:0000050', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_MORPHOLOGY:0000001']","[u'HBP_LAYER:0000050', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_MORPHOLOGY:0000001']"
Layer 5a somatosensory barrel cortex pyramidal neurons,SSp-bfd,SSp-bfd,"[u'HBP_LAYER:0000050', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_MORPHOLOGY:0000001']","[u'HBP_LAYER:0000050', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_MORPHOLOGY:0000001']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
cultured hippocampus neurons,HPF,HIP,"['Function:cultured', u'ABA_REGION:1089']","['Function:cultured', u'ABA_REGION:1080']"
Medial entorhinal cortex layer II stellate cell,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']"
Nucleus accumbens medium spiny neuron,ACB,ACB,"[u'ABA_REGION:56', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:56', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
primary somatosensory barrel cortex layer 5b pyramidal regular-spiking neurons,SSp-bfd,SSp-bfd,"['Function:primary', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000051', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003']","['Function:primary', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000051', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003']"
primary somatosensory barrel cortex layer 5a pyramidal neurons,SSp-bfd,SSp-bfd,"['Function:primary', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000050', u'HBP_MORPHOLOGY:0000001']","['Function:primary', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000050', u'HBP_MORPHOLOGY:0000001']"
primary somatosensory barrel cortex layer 5b pyramidal intrinsically bursting neurons,SSp-bfd,SSp-bfd,"['Function:primary', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000051', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005']","['Function:primary', 'Function:somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000051', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005']"
Neocortex fast spiking interneuron,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:315', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Neocortex fast spiking interneuron,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:315', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Prefrontal Cortex layer 2-3 pyramidal cell,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000111', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000111', u'HBP_MORPHOLOGY:0000001']"
 Prefrontal Cortex layer 2-3 pyramidal cell,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000111', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000111', u'HBP_MORPHOLOGY:0000001']"
Neostriatum medium spiny neuron,CP,CP,"[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
fast-spiking interneuron,,,"[u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Rostral ventromedial medulla nonserotonergic irregular spiking neurons,rostral ventromedial MY,rostral ventromedial MY,"[u'UNKN_REGION:47', u'UNKN_REGION:57', u'ABA_REGION:354', u'HBP_NEUROTRANSMITTER:0000002', u'HBP_EPHYS:0000010', u'HBP_EPHYS_TRIGGER:0000003']","[u'UNKN_REGION:47', u'UNKN_REGION:57', u'ABA_REGION:354', u'HBP_NEUROTRANSMITTER:0000002', u'HBP_EPHYS:0000010', u'HBP_EPHYS_TRIGGER:0000003']"
