,Label,Id,Definition,Neurotransmitter,Synonym,"Located in","Has role",Species,CellSomaShape,MolecularConstituents,ExampleImage
":Category:Olfactory bulb (accessory) glomerular layer cell","Olfactory bulb (accessory) glomerular layer cell",nifext_122,"Small intrinsic neuron in the glomerular layer of the accessory olfactory bulb, with cell bodies surrounding the olfactory glomerulus. Equivalent to the periglomerular cell of the main olfactory bulb, but the glomeruli are less clearly differentiated.  The cell body is 6-8 um in diameter, from which arises a short bushy dendrite that arborizes within a glomerulus, where it receives synaptic input from olfactory receptor cell axon terminals, and engages in dendrodendritic interactions with mitral/tufted cell dendrites. The axon distributes laterally within the extraglomerular region. Shepherd, Chen, Greer. Olfactory bulb. In The synaptic organization of the brain, ed 5 New York: Oxford University Press, 2004.",":Category:GABA,:Category:Dopamine","Glomerular layer cell,periglomerular cell",":Category:Olfactory bulb,:Category:Olfactory bulb accessory nucleus,:Category:Olfactory bulb accessory glomerular layer",":Category:Intrinsic neuron role",:Category:Mammal,"Category:Oval ",":Category:Calcium binding protein","File:Glomerular layer cell.jpg"
":Category:Olfactory bulb (accessory) granule cell","Olfactory bulb (accessory) granule cell",nlx_cell_20090401,"The main intrinsic neuron in the accessory olfactory bulb in the mammalian central nervous system.  It resembles the granule cell in the main olfactory bulb, including the lack of an axon.  Each cell gives rise to short central dendrites and a single long apical dendrite that traverses the granule cell layer, pierces the mitral cell body layer, and branches and terminates within the external plexiform layer among the lateral dendrites of mitral and tufted cells.  The dendrites receive synaptic input from mitral and tufted cell dendrites, and have synaptic outputs to those dendrites through reciprocal dendrodendritic synapses.  Shepherd, Chen, Greer.  Olfactory Bulb.  In The Synaptic Organization of the Brain, ed 5. New York: Oxford University Press, 2004.  The AOB granule cells are replaced in the adult through ongoing neurogenesis in the subventricular zone",:Category:GABA,"Accessory olfactory bulb granule neuron,Accessory olfactory bulb granule cell",":Category:Olfactory bulb (accessory) granule cell layer,:Category:Olfactory bulb (accessory) mitral cell body layer",":Category:Intrinsic neuron role",:Category:Mammal,"Category:Spherical ",:Category:Parvalbumin,
":Category:Olfactory bulb (accessory) mitral cell","Olfactory bulb (accessory) mitral cell",nlx_cell_20090304,"A principal neuron of the mammalian accessory olfactory bulb.  Resembles the mitral cell of the main olfactory bulb, though somewhat smaller and less clearly differentiated.  The cell bodies are arranged in a thin layer between the granule cell layer and the external plexiform layer.  Each mitral cell is characterized by one (occasionally several) primary dendrite that traverses the external plexiform layer and terminates within an olfactory glomerulus in a tuft of branches where it receives input from the axons of sensory cells of the vomeronasal organ.",:Category:Glutamate,"Mitral cell of the accessory olfactory bulb,accessory olfactory bulb mitral cell",":Category:Olfactory bulb (accessory) mitral cell body layer",,":Category:Mammal,:Category:Generally vertebrates","Category:Mitral ",":Category:Tbr1,:Category:Tbr2,:Category:Tbx21",
":Category:Olfactory bulb (main) Blanes cell","Olfactory bulb (main) Blanes cell",nifext_124,"Large, stellate-shaped short axon cell in the granule cell layer of the main olfactory bulb.",:Category:GABA,"Blanes Cell,Olfactory bulb (main) deep short axon cell,short axon cell",":Category:Olfactory bulb main granule cell layer",":Category:Intrinsic neuron role",:Category:Rat,"Category:Spherical ",,
":Category:Olfactory bulb (main) adult-born granule cell","Olfactory bulb (main) adult-born granule cell",nlx_144252,"The olfactory bulb adult-born granule cell is a cohort of cell that comprise a large fraction of the vertibrate olfactory bulb granule cell layer.  These neurons proliferate from from the subventricular zone, migrate through the rostral migratory stream and integrate into the olfactory bulb granule cell layer.  Upon arriving in the olfactory bulb granule cell layer they migrate radially outward and mature with morphologies similar to neonate olfactory bulb granule cells.  This process continues throughout the adult life of the vertibrate.  There is some decline in adult neurogenesis in aged vertebrates and the presence of the subventricular proliferative zone is controversial in humans",:Category:GABA,,":Category:Olfactory bulb main granule cell layer",":Category:Intrinsic neuron role",:Category:Vertebrata,"Category:Granule ",:Category:Parvalbumin,
":Category:Olfactory bulb (main) granule cell","Olfactory bulb (main) granule cell",nifext_123,"The main intrinsic neuron in the vertebrate olfactory bulb.  It lacks an axon.  Each cell gives rise to short central dendrites and a single long apical dendrite that traverses the granule cell layer, pierces the mitral cell body layer, and branches and terminates within the external plexiform layer among the lateral dendrites of mitral and tufted cells.  The dendrites receive synaptic input from mitral and tufted cell lateral dendrites, and have synaptic outputs on those dendrites through reciprocal dendrodendritic synapses.  Shepherd, Chen & Greer.  Olfactory Bulb.  The Synaptic Organization of the Brain, ed 5. New York: Oxford University Press, 2004.",:Category:GABA,"Granule cell of olfactory bulb,Olfactory granule neuron",":Category:Olfactory bulb main granule cell layer,:Category:Olfactory bulb main mitral cell body layer",":Category:Intrinsic neuron role",":Category:Rat,:Category:Mammal,:Category:Mouse","Category:Granule ",:Category:Parvalbumin,"File:Olfactory bulb (main) granule cell.gif"
":Category:Olfactory bulb (main) mitral cell","Olfactory bulb (main) mitral cell",nifext_120,"Principal neuron located in the olfactory bulb in the mammalian central nervous system. The cell bodies are arranged in a thin layer between the granule cell layer and the external plexiform layer.  Each mitral cell is usually characterized in the mammal by a single primary dendrite that traverses the external plexiform layer and terminates within an olfactory glomerulus in a tuft of branches which receives input from the axons of olfactory receptor neurons.  Axons of the mitral cells project to a number of areas in the brain, including the piriform cortex, entorhinal cortex, olfactory tubercle, and amygdala.",:Category:Glutamate,"Mitral neuron",":Category:Olfactory bulb main mitral cell body layer",":Category:Principal neuron role",:Category:Mammal,"Category:Mitral ",":Category:T-box protein 21,:Category:Protocadherin gamma-C3","File:Olfactory bulb (main) mitral cell.gif"
":Category:Olfactory bulb (main) periglomerular cell","Olfactory bulb (main) periglomerular cell",nlx_cell_091202,"Small intrinsic neuron in the glomerular layer of the olfactory bulb, with cell bodies surrounding the olfactory glomerulus.  The cell body is 6-8 um in diameter, from which arises a short bushy dendrite that arborizes within a glomerulus, where it receives synaptic input from olfactory receptor cell axon terminals, and engages in dendrodendritic interactions with mitral/tufted cell dendrites.  Occasionally, bitufted PG cells connected to two glomeruli are seen.  The axon distributes laterally within the extraglomerular region, extending as far as 5-10 glomeruli away.  Some PG cells appear to lack axons.  Subtypes may be identified based on their biochemical constituents.",":Category:GABA,:Category:Dopamine","Periglomerular neuron,Olfactory bulb periglomerular cell",":Category:Olfactory bulb main glomerular layer",":Category:Intrinsic neuron role",:Category:Mammal,"Category:Spherical ",":Category:Calbindin 28K","File:Olfactory bulb (main) periglomerular cell.gif"
":Category:Olfactory bulb (main) tufted cell (middle)","Olfactory bulb (main) tufted cell (middle)",nifext_121,"Principal neuron located in the outer third of the external plexiform layer of the olfactory bulb in the mammalian central nervous system. Each tufted cell is characterized by usually a single short primary dendrite that traverses the outer external plexiform layer and terminates within an olfactory glomerulus in a tuft of branches, where it receives the input from olfactory receptor neuron axon terminals. Differentiated from external tufted cells.  Axons of the tufted cells transfer information to a number of areas in the brain, including the piriform cortex, entorhinal cortex, olfactory tubercle, and amygdala. Shepherd, Shen, Greer.  Olfactory bulb.  In The synaptic organization of the brain, ed 5 New York: Oxford University Press, 2004.",:Category:Glutamate,"Olfactory bulb (main) tufted cell (middle)",":Category:Olfactory bulb,:Category:Olfactory bulb (main) internal plexiform layer outer part",":Category:Principal neuron role",:Category:Mammal,"Category:Spherical ",,
":Category:Olfactory bulb main tufted cell external","Olfactory bulb main tufted cell external",nlx_82555,,:Category:Cholecystokinin,"external tufted cell,olfactory bulb external tufted cell,external tufted neuron",":Category:Olfactory bulb main glomerular layer",":Category:Intrinsic neuron role",:Category:Vertebrata,"Category:Spherical ",,
":Category:Olfactory cortex deep pyramidal cell","Olfactory cortex deep pyramidal cell",nlx_153868,"A cell with the classic pyramidal-shaped cell body and apical and basal dendritic trees, with cell body in layer III of the piriform (olfactory) cortex.  Its axon arises from the deeper aspect of the cell body and gives rise to collaterals which terminate within the layer III on local intrinsic cells, and also recur to layer III and II where they form association fibers that connect to the apical dendrites of pyramidal neurons and continue to become centrifugal fibers to the olfactory bulb.",:Category:Glutamate,"Small pyramidal neuron,Olfactory cortex pyramidal neuron,piriform cortex deep pyramidal neuron",":Category:Piriform cortex layer 3,:Category:Anterior piriform cortex",,:Category:Vertebrata,"Category:Pyramidal ",,"File:Olfactory cortex pyramidal cell.gif"
":Category:Olfactory cortex horizontal cell","Olfactory cortex horizontal cell",nifext_118,"Medium-size interneuron in the superficial layer I of the olfactory cortex, with dendrites oriented parallel to the surface, and axon descending to layer II.  They presumably receive excitatory input from the LOT fibers and are inhibitory in layer II.",:Category:GABA,"Horizontal cell (olfactory),olfactory horizontal cell",":Category:Piriform cortex layer 1,:Category:Olfactory cortex",":Category:Intrinsic neuron role",:Category:Vertebrata,"Category:Oval ",,
":Category:Olfactory cortex multipolar cell","Olfactory cortex multipolar cell",nlx_cell_091001,"A type of intrinsic neuron found in the deep part of layer III of the olfactory cortex and the subjacent endopiriform nucleus.   Several subpopulations of deep multipolar cells may be distinguished based on morphology and physiology.  The one described here has pyramidal cell-like spiny dendrites.",:Category:Glutamate,"Olfactory cortex large multipolar neuron,Olfactory cortex large multipolar cell",":Category:Olfactory cortex,:Category:Olfactory cortex deep layer III",,:Category:Vertebrata,,,
":Category:Olfactory cortex semilunar cell","Olfactory cortex semilunar cell",nlx_cell_091005,"Projection neuron found in the superficial border of layer II (IIa) of piriform cortex similar in characteristics to a pyramidal cell and also resembling the granule cell of the dentate gyrus.  It has an apical but no basilar dendrites.  They project to other cortical areas but, in contrast to pyramidal cells, they do not project back to the olfactory bulb.",:Category:Glutamate,"semilunar cell,semilunar neuron",":Category:Olfactory cortex layer 2a,:Category:Primary olfactory cortex,:Category:Anterior piriform cortex",,:Category:Vertebrata,"Category:Fusiform ",:Category:Doublecortin,
